Minutes Spent,age,device,gender,education,projectID,startedAt,yearOfBirth,educationScore,computerCountry,householdIncome,femaleAs1MaleAs0,householdIncomeScore,householdIncomeEstimate,Run,Program Version,Time Started (UTC),Position,Are you a U.S. citizen and have you already decided to vote for either Joe Biden or Donald Trump for president? (thggqwv),in_GCF_description,in_GCF_risks,Do you consent to participate and agree to these terms? (oo4eyne),agreementScale,America is the best country on earth. (mjzf8w3),I lean conservative on *social* issues (sgmm4bs),Wealthy people are usually wealthy because they worked hard and contributed to society. (h98xuob),There is too much wealth *inequality* in America. (xi8mo6h),Vaccines usually cause more harm than good. (q281jh3),Our country needs free thinkers who have the courage to defy traditional ways. (oin2m4l),"We would be better off if we kicked all the non-citizen immigrants out of our our country, including kicking out those that came here legally. (uox3hud)",There is too much political correctness in this country. (60if1be),My opinion of Donald Trump has gotten worse over the past 4 years. (d1ac29q),"It-s very important that we protect U.S. jobs, and not allow them to disappear to foreign countries. (ailba3w)",We should have a lot of restrictions on the purchase of guns. (jph5o03),There are sometimes good reasons to spank or slap a child. (cp2dqnc),I think that the government should forgive all student debt. (b1r6ndx),Masculinity is mainly a bad thing. (k41q290),Humanity has a significant chance of going extinct in the next 100 years. (iqhz0mc),The fact that animals are commonly kept in tiny cages for most of their lives on factory farms is immoral. (ym9u90o),Corporations should not be trusted. (v40g3rw)
15.35,47,desktop,male,completedBachelorsDegree,500ce6da,10/4/20 19:16,1973,5,United States,"$40,000 to $59,999",0.0,3,50000,5718847,132,10/4/20 23:17,sdpbewc,"Yes, I am allowed to vote and I already decided to vote for Joe Biden or Donald Trump","This is a long, scientific study that will ask you many questions about your beliefs, values and personality. At the end of the study (as a thank you for participating) we will show you a personalized report giving you information about yourself based on the questions you answered. It will show you charts of your values, morality and personality!",Participating in this research has no anticipated risks.,I consent to participate and agree to the terms above,"[[""Totally agree"",3],[""Agree"",2],[""Somewhat agree"",1],[""Neither agree nor disagree"",0],[""Somewhat disagree"",-1],[""Disagree"",-2],[""Totally disagree"",-3]]",3,,2,3,-3,2.0,-2.0,3.0,-3.0,3.0,-1.0,-3.0,-3.0,-3.0,0.0,-2.0,-2.0
20.17,35,desktop,male,completedOnlyHighSchoolOrTheEquivalent,500ce6da,10/4/20 19:16,1985,2,United States,"$10,000 to $24,999",0.0,1,17500,5718843,132,10/4/20 23:16,sdpbewc,"Yes, I am allowed to vote and I already decided to vote for Joe Biden or Donald Trump","This is a long, scientific study that will ask you many questions about your beliefs, values and personality. At the end of the study (as a thank you for participating) we will show you a personalized report giving you information about yourself based on the questions you answered. It will show you charts of your values, morality and personality!",Participating in this research has no anticipated risks.,I consent to participate and agree to the terms above,"[[""Totally agree"",3],[""Agree"",2],[""Somewhat agree"",1],[""Neither agree nor disagree"",0],[""Somewhat disagree"",-1],[""Disagree"",-2],[""Totally disagree"",-3]]",3,,3,-3,-3,1.0,-3.0,3.0,-3.0,-3.0,-3.0,-2.0,-3.0,-3.0,-3.0,-3.0,-3.0
19.67,25,desktop,female,completedMastersDegree,500ce6da,10/4/20 19:16,1995,6,United States,"$115,000 to $149,999",1.0,6,132500,5718854,132,10/4/20 23:17,sdpbewc,"Yes, I am allowed to vote and I already decided to vote for Joe Biden or Donald Trump","This is a long, scientific study that will ask you many questions about your beliefs, values and personality. At the end of the study (as a thank you for participating) we will show you a personalized report giving you information about yourself based on the questions you answered. It will show you charts of your values, morality and personality!",Participating in this research has no anticipated risks.,I consent to participate and agree to the terms above,"[[""Totally agree"",3],[""Agree"",2],[""Somewhat agree"",1],[""Neither agree nor disagree"",0],[""Somewhat disagree"",-1],[""Disagree"",-2],[""Totally disagree"",-3]]",-1,,-1,3,-3,3.0,-3.0,1.0,3.0,0.0,3.0,3.0,3.0,-2.0,3.0,0.0,2.0
24.87,43,desktop,male,completedOnlyHighSchoolOrTheEquivalent,500ce6da,10/4/20 19:16,1977,2,United States,"$10,000 to $24,999",0.0,1,17500,5718842,132,10/4/20 23:16,sdpbewc,"Yes, I am allowed to vote and I already decided to vote for Joe Biden or Donald Trump","This is a long, scientific study that will ask you many questions about your beliefs, values and personality. At the end of the study (as a thank you for participating) we will show you a personalized report giving you information about yourself based on the questions you answered. It will show you charts of your values, morality and personality!",Participating in this research has no anticipated risks.,I consent to participate and agree to the terms above,"[[""Totally agree"",3],[""Agree"",2],[""Somewhat agree"",1],[""Neither agree nor disagree"",0],[""Somewhat disagree"",-1],[""Disagree"",-2],[""Totally disagree"",-3]]",1,,0,0,-3,0.0,-3.0,3.0,1.0,1.0,-3.0,-2.0,-3.0,-3.0,-3.0,0.0,0.0
24.93,43,desktop,male,completedOnlyHighSchoolOrTheEquivalent,500ce6da,10/4/20 19:16,1977,2,United States,"$25,000 to $39,999",0.0,2,32500,5718851,132,10/4/20 23:17,sdpbewc,"Yes, I am allowed to vote and I already decided to vote for Joe Biden or Donald Trump","This is a long, scientific study that will ask you many questions about your beliefs, values and personality. At the end of the study (as a thank you for participating) we will show you a personalized report giving you information about yourself based on the questions you answered. It will show you charts of your values, morality and personality!",Participating in this research has no anticipated risks.,I consent to participate and agree to the terms above,"[[""Totally agree"",3],[""Agree"",2],[""Somewhat agree"",1],[""Neither agree nor disagree"",0],[""Somewhat disagree"",-1],[""Disagree"",-2],[""Totally disagree"",-3]]",3,,1,-2,-1,0.0,-1.0,2.0,-3.0,3.0,1.0,0.0,-2.0,1.0,0.0,0.0,-3.0
25.7,37,desktop,male,completedBachelorsDegree,500ce6da,10/4/20 19:16,1983,5,United States,"$40,000 to $59,999",0.0,3,50000,5718844,132,10/4/20 23:16,sdpbewc,"Yes, I am allowed to vote and I already decided to vote for Joe Biden or Donald Trump","This is a long, scientific study that will ask you many questions about your beliefs, values and personality. At the end of the study (as a thank you for participating) we will show you a personalized report giving you information about yourself based on the questions you answered. It will show you charts of your values, morality and personality!",Participating in this research has no anticipated risks.,I consent to participate and agree to the terms above,"[[""Totally agree"",3],[""Agree"",2],[""Somewhat agree"",1],[""Neither agree nor disagree"",0],[""Somewhat disagree"",-1],[""Disagree"",-2],[""Totally disagree"",-3]]",0,,-3,3,-3,2.0,-3.0,-2.0,3.0,2.0,3.0,0.0,3.0,-1.0,3.0,-2.0,3.0
25.43,23,desktop,female,completedBachelorsDegree,500ce6da,10/4/20 19:16,1997,5,United States,"$25,000 to $39,999",1.0,2,32500,5718850,132,10/4/20 23:17,sdpbewc,"Yes, I am allowed to vote and I already decided to vote for Joe Biden or Donald Trump","This is a long, scientific study that will ask you many questions about your beliefs, values and personality. At the end of the study (as a thank you for participating) we will show you a personalized report giving you information about yourself based on the questions you answered. It will show you charts of your values, morality and personality!",Participating in this research has no anticipated risks.,I consent to participate and agree to the terms above,"[[""Totally agree"",3],[""Agree"",2],[""Somewhat agree"",1],[""Neither agree nor disagree"",0],[""Somewhat disagree"",-1],[""Disagree"",-2],[""Totally disagree"",-3]]",-3,,-3,3,-3,3.0,-3.0,-3.0,3.0,0.0,2.0,-3.0,3.0,-2.0,2.0,3.0,3.0
27.58,38,desktop,male,completedBachelorsDegree,500ce6da,10/4/20 19:16,1982,5,United States,"$85,000 to $114,999",0.0,5,100000,5718846,132,10/4/20 23:17,sdpbewc,"Yes, I am allowed to vote and I already decided to vote for Joe Biden or Donald Trump","This is a long, scientific study that will ask you many questions about your beliefs, values and personality. At the end of the study (as a thank you for participating) we will show you a personalized report giving you information about yourself based on the questions you answered. It will show you charts of your values, morality and personality!",Participating in this research has no anticipated risks.,I consent to participate and agree to the terms above,"[[""Totally agree"",3],[""Agree"",2],[""Somewhat agree"",1],[""Neither agree nor disagree"",0],[""Somewhat disagree"",-1],[""Disagree"",-2],[""Totally disagree"",-3]]",1,,-1,-1,-1,1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0
29.62,24,desktop,male,completedAssociateDegreeOnly,500ce6da,10/4/20 19:16,1996,4,United States,"$60,000 to $84,999",0.0,4,72500,5718838,132,10/4/20 23:16,sdpbewc,"Yes, I am allowed to vote and I already decided to vote for Joe Biden or Donald Trump","This is a long, scientific study that will ask you many questions about your beliefs, values and personality. At the end of the study (as a thank you for participating) we will show you a personalized report giving you information about yourself based on the questions you answered. It will show you charts of your values, morality and personality!",Participating in this research has no anticipated risks.,I consent to participate and agree to the terms above,"[[""Totally agree"",3],[""Agree"",2],[""Somewhat agree"",1],[""Neither agree nor disagree"",0],[""Somewhat disagree"",-1],[""Disagree"",-2],[""Totally disagree"",-3]]",2,,0,3,-3,2.0,-3.0,0.0,3.0,2.0,2.0,1.0,3.0,-2.0,-3.0,2.0,1.0
30.85,38,desktop,female,completedOnlyHighSchoolOrTheEquivalent,500ce6da,10/4/20 19:16,1982,2,United States,"$40,000 to $59,999",1.0,3,50000,5718852,132,10/4/20 23:17,sdpbewc,"Yes, I am allowed to vote and I already decided to vote for Joe Biden or Donald Trump","This is a long, scientific study that will ask you many questions about your beliefs, values and personality. At the end of the study (as a thank you for participating) we will show you a personalized report giving you information about yourself based on the questions you answered. It will show you charts of your values, morality and personality!",Participating in this research has no anticipated risks.,I consent to participate and agree to the terms above,"[[""Totally agree"",3],[""Agree"",2],[""Somewhat agree"",1],[""Neither agree nor disagree"",0],[""Somewhat disagree"",-1],[""Disagree"",-2],[""Totally disagree"",-3]]",-1,,-1,3,-3,3.0,-3.0,-3.0,3.0,2.0,1.0,-3.0,3.0,-2.0,3.0,3.0,1.0
37.48,53,desktop,female,completedMastersDegree,500ce6da,10/4/20 19:16,1967,6,United States,"$115,000 to $149,999",1.0,6,132500,5718859,132,10/4/20 23:17,sdpbewc,"Yes, I am allowed to vote and I already decided to vote for Joe Biden or Donald Trump","This is a long, scientific study that will ask you many questions about your beliefs, values and personality. At the end of the study (as a thank you for participating) we will show you a personalized report giving you information about yourself based on the questions you answered. It will show you charts of your values, morality and personality!",Participating in this research has no anticipated risks.,I consent to participate and agree to the terms above,"[[""Totally agree"",3],[""Agree"",2],[""Somewhat agree"",1],[""Neither agree nor disagree"",0],[""Somewhat disagree"",-1],[""Disagree"",-2],[""Totally disagree"",-3]]",1,,2,2,-2,2.0,-2.0,2.0,2.0,2.0,-2.0,-3.0,1.0,-2.0,1.0,3.0,1.0
44.38,40,desktop,male,completedDoctorateDegree,500ce6da,10/4/20 19:16,1980,8,United States,"$85,000 to $114,999",0.0,5,100000,5718855,132,10/4/20 23:17,sdpbewc,"Yes, I am allowed to vote and I already decided to vote for Joe Biden or Donald Trump","This is a long, scientific study that will ask you many questions about your beliefs, values and personality. At the end of the study (as a thank you for participating) we will show you a personalized report giving you information about yourself based on the questions you answered. It will show you charts of your values, morality and personality!",Participating in this research has no anticipated risks.,I consent to participate and agree to the terms above,"[[""Totally agree"",3],[""Agree"",2],[""Somewhat agree"",1],[""Neither agree nor disagree"",0],[""Somewhat disagree"",-1],[""Disagree"",-2],[""Totally disagree"",-3]]",3,,3,1,-3,1.0,-3.0,3.0,-3.0,3.0,-2.0,2.0,-1.0,-3.0,1.0,-3.0,-1.0
45.25,62,desktop,female,completedBachelorsDegree,500ce6da,10/4/20 19:16,1958,5,United States,"$85,000 to $114,999",1.0,5,100000,5718869,132,10/4/20 23:18,sdpbewc,"Yes, I am allowed to vote and I already decided to vote for Joe Biden or Donald Trump","This is a long, scientific study that will ask you many questions about your beliefs, values and personality. At the end of the study (as a thank you for participating) we will show you a personalized report giving you information about yourself based on the questions you answered. It will show you charts of your values, morality and personality!",Participating in this research has no anticipated risks.,I consent to participate and agree to the terms above,"[[""Totally agree"",3],[""Agree"",2],[""Somewhat agree"",1],[""Neither agree nor disagree"",0],[""Somewhat disagree"",-1],[""Disagree"",-2],[""Totally disagree"",-3]]",-2,,-1,2,-2,2.0,-3.0,-2.0,3.0,1.0,2.0,-2.0,-2.0,1.0,1.0,3.0,0.0
19.48,29,desktop,female,completedProfessionalDegree,500ce6da,10/4/20 19:17,1991,7,United States,"$85,000 to $114,999",1.0,5,100000,5718868,132,10/4/20 23:18,sdpbewc,"Yes, I am allowed to vote and I already decided to vote for Joe Biden or Donald Trump","This is a long, scientific study that will ask you many questions about your beliefs, values and personality. At the end of the study (as a thank you for participating) we will show you a personalized report giving you information about yourself based on the questions you answered. It will show you charts of your values, morality and personality!",Participating in this research has no anticipated risks.,I consent to participate and agree to the terms above,"[[""Totally agree"",3],[""Agree"",2],[""Somewhat agree"",1],[""Neither agree nor disagree"",0],[""Somewhat disagree"",-1],[""Disagree"",-2],[""Totally disagree"",-3]]",0,,0,1,-3,0.0,-2.0,0.0,2.0,1.0,-2.0,0.0,-1.0,-1.0,-2.0,1.0,0.0
29.55,38,desktop,male,completedBachelorsDegree,500ce6da,10/4/20 19:17,1982,5,United States,"$85,000 to $114,999",0.0,5,100000,5718864,132,10/4/20 23:18,sdpbewc,"Yes, I am allowed to vote and I already decided to vote for Joe Biden or Donald Trump","This is a long, scientific study that will ask you many questions about your beliefs, values and personality. At the end of the study (as a thank you for participating) we will show you a personalized report giving you information about yourself based on the questions you answered. It will show you charts of your values, morality and personality!",Participating in this research has no anticipated risks.,I consent to participate and agree to the terms above,"[[""Totally agree"",3],[""Agree"",2],[""Somewhat agree"",1],[""Neither agree nor disagree"",0],[""Somewhat disagree"",-1],[""Disagree"",-2],[""Totally disagree"",-3]]",3,,2,-1,-2,2.0,-3.0,3.0,-3.0,3.0,-3.0,2.0,-3.0,-3.0,-2.0,2.0,-1.0
37.58,26,desktop,male,completedBachelorsDegree,500ce6da,10/4/20 19:17,1994,5,United States,"$40,000 to $59,999",0.0,3,50000,5718884,132,10/4/20 23:20,sdpbewc,"Yes, I am allowed to vote and I already decided to vote for Joe Biden or Donald Trump","This is a long, scientific study that will ask you many questions about your beliefs, values and personality. At the end of the study (as a thank you for participating) we will show you a personalized report giving you information about yourself based on the questions you answered. It will show you charts of your values, morality and personality!",Participating in this research has no anticipated risks.,I consent to participate and agree to the terms above,"[[""Totally agree"",3],[""Agree"",2],[""Somewhat agree"",1],[""Neither agree nor disagree"",0],[""Somewhat disagree"",-1],[""Disagree"",-2],[""Totally disagree"",-3]]",-2,,-2,3,-3,2.0,-3.0,-3.0,3.0,1.0,2.0,-3.0,3.0,1.0,-1.0,3.0,2.0
39.48,29,desktop,male,completedBachelorsDegree,500ce6da,10/4/20 19:17,1991,5,United States,"$40,000 to $59,999",0.0,3,50000,5718867,132,10/4/20 23:18,sdpbewc,"Yes, I am allowed to vote and I already decided to vote for Joe Biden or Donald Trump","This is a long, scientific study that will ask you many questions about your beliefs, values and personality. At the end of the study (as a thank you for participating) we will show you a personalized report giving you information about yourself based on the questions you answered. It will show you charts of your values, morality and personality!",Participating in this research has no anticipated risks.,I consent to participate and agree to the terms above,"[[""Totally agree"",3],[""Agree"",2],[""Somewhat agree"",1],[""Neither agree nor disagree"",0],[""Somewhat disagree"",-1],[""Disagree"",-2],[""Totally disagree"",-3]]",0,,2,3,-2,0.0,-3.0,3.0,3.0,1.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0
40.12,72,desktop,female,completedAssociateDegreeOnly,500ce6da,10/4/20 19:17,1948,4,United States,"$25,000 to $39,999",1.0,2,32500,5718872,132,10/4/20 23:19,sdpbewc,"Yes, I am allowed to vote and I already decided to vote for Joe Biden or Donald Trump","This is a long, scientific study that will ask you many questions about your beliefs, values and personality. At the end of the study (as a thank you for participating) we will show you a personalized report giving you information about yourself based on the questions you answered. It will show you charts of your values, morality and personality!",Participating in this research has no anticipated risks.,I consent to participate and agree to the terms above,"[[""Totally agree"",3],[""Agree"",2],[""Somewhat agree"",1],[""Neither agree nor disagree"",0],[""Somewhat disagree"",-1],[""Disagree"",-2],[""Totally disagree"",-3]]",2,,-1,1,-1,0.0,-1.0,0.0,3.0,1.0,2.0,0.0,0.0,-1.0,0.0,3.0,0.0
19.42,29,desktop,female,completedAssociateDegreeOnly,500ce6da,10/4/20 19:17,1991,4,United States,"$25,000 to $39,999",1.0,2,32500,5718978,132,10/4/20 23:44,sdpbewc,"Yes, I am allowed to vote and I already decided to vote for Joe Biden or Donald Trump","This is a long, scientific study that will ask you many questions about your beliefs, values and personality. At the end of the study (as a thank you for participating) we will show you a personalized report giving you information about yourself based on the questions you answered. It will show you charts of your values, morality and personality!",Participating in this research has no anticipated risks.,I consent to participate and agree to the terms above,"[[""Totally agree"",3],[""Agree"",2],[""Somewhat agree"",1],[""Neither agree nor disagree"",0],[""Somewhat disagree"",-1],[""Disagree"",-2],[""Totally disagree"",-3]]",2,,2,2,-1,2.0,-2.0,2.0,2.0,2.0,2.0,-2.0,2.0,2.0,-2.0,2.0,2.0
46.67,34,desktop,male,completedAssociateDegreeOnly,500ce6da,10/4/20 19:17,1986,4,United States,"Less than $9,999",0.0,0,4500,5718860,132,10/4/20 23:17,sdpbewc,"Yes, I am allowed to vote and I already decided to vote for Joe Biden or Donald Trump","This is a long, scientific study that will ask you many questions about your beliefs, values and personality. At the end of the study (as a thank you for participating) we will show you a personalized report giving you information about yourself based on the questions you answered. It will show you charts of your values, morality and personality!",Participating in this research has no anticipated risks.,I consent to participate and agree to the terms above,"[[""Totally agree"",3],[""Agree"",2],[""Somewhat agree"",1],[""Neither agree nor disagree"",0],[""Somewhat disagree"",-1],[""Disagree"",-2],[""Totally disagree"",-3]]",-3,,-3,3,0,3.0,-3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0
59.18,56,desktop,female,completedBachelorsDegree,500ce6da,10/4/20 19:17,1964,5,United States,"Less than $9,999",1.0,0,4500,5718865,132,10/4/20 23:18,sdpbewc,"Yes, I am allowed to vote and I already decided to vote for Joe Biden or Donald Trump","This is a long, scientific study that will ask you many questions about your beliefs, values and personality. At the end of the study (as a thank you for participating) we will show you a personalized report giving you information about yourself based on the questions you answered. It will show you charts of your values, morality and personality!",Participating in this research has no anticipated risks.,I consent to participate and agree to the terms above,"[[""Totally agree"",3],[""Agree"",2],[""Somewhat agree"",1],[""Neither agree nor disagree"",0],[""Somewhat disagree"",-1],[""Disagree"",-2],[""Totally disagree"",-3]]",0,,1,1,1,2.0,-2.0,1.0,-3.0,3.0,-2.0,2.0,-2.0,-3.0,-2.0,1.0,0.0
56.97,36,desktop,female,completedTradeTechicalVocationalTraing,500ce6da,10/4/20 19:17,1984,3,United States,"$25,000 to $39,999",1.0,2,32500,5718895,132,10/4/20 23:20,sdpbewc,"Yes, I am allowed to vote and I already decided to vote for Joe Biden or Donald Trump","This is a long, scientific study that will ask you many questions about your beliefs, values and personality. At the end of the study (as a thank you for participating) we will show you a personalized report giving you information about yourself based on the questions you answered. It will show you charts of your values, morality and personality!",Participating in this research has no anticipated risks.,I consent to participate and agree to the terms above,"[[""Totally agree"",3],[""Agree"",2],[""Somewhat agree"",1],[""Neither agree nor disagree"",0],[""Somewhat disagree"",-1],[""Disagree"",-2],[""Totally disagree"",-3]]",-1,,0,3,-2,2.0,-3.0,0.0,3.0,2.0,0.0,0.0,1.0,-2.0,-2.0,2.0,0.0
56.96,36,desktop,female,completedTradeTechicalVocationalTraing,500ce6da,10/4/20 19:17,1984,3,United States,"$25,000 to $39,999",1.0,2,32500,5718895,132,10/4/20 23:20,sdpbewc,"Yes, I am allowed to vote and I already decided to vote for Joe Biden or Donald Trump","This is a long, scientific study that will ask you many questions about your beliefs, values and personality. At the end of the study (as a thank you for participating) we will show you a personalized report giving you information about yourself based on the questions you answered. It will show you charts of your values, morality and personality!",Participating in this research has no anticipated risks.,I consent to participate and agree to the terms above,"[[""Totally agree"",3],[""Agree"",2],[""Somewhat agree"",1],[""Neither agree nor disagree"",0],[""Somewhat disagree"",-1],[""Disagree"",-2],[""Totally disagree"",-3]]",-1 | -1 | -1 | -1,,0 | 0 | 0,3 | 3,-2,2.0,-3.0,0.0,3.0,2.0,0.0,0.0,1.0,-2.0,-2.0,2.0,0.0
5.67,26,desktop,male,completedProfessionalDegree,500ce6da,10/4/20 19:18,1994,7,United States,"$40,000 to $59,999",0.0,3,50000,5718894,132,10/4/20 23:20,sdpbewc,"Yes, I am allowed to vote and I already decided to vote for Joe Biden or Donald Trump","This is a long, scientific study that will ask you many questions about your beliefs, values and personality. At the end of the study (as a thank you for participating) we will show you a personalized report giving you information about yourself based on the questions you answered. It will show you charts of your values, morality and personality!",Participating in this research has no anticipated risks.,I consent to participate and agree to the terms above,"[[""Totally agree"",3],[""Agree"",2],[""Somewhat agree"",1],[""Neither agree nor disagree"",0],[""Somewhat disagree"",-1],[""Disagree"",-2],[""Totally disagree"",-3]]",2,,2,2,2,3.0,2.0,3.0,3.0,2.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0
10.18,35,desktop,female,completedBachelorsDegree,500ce6da,10/4/20 19:18,1985,5,United States,"$60,000 to $84,999",1.0,4,72500,5718876,132,10/4/20 23:19,sdpbewc,"Yes, I am allowed to vote and I already decided to vote for Joe Biden or Donald Trump","This is a long, scientific study that will ask you many questions about your beliefs, values and personality. At the end of the study (as a thank you for participating) we will show you a personalized report giving you information about yourself based on the questions you answered. It will show you charts of your values, morality and personality!",Participating in this research has no anticipated risks.,I consent to participate and agree to the terms above,"[[""Totally agree"",3],[""Agree"",2],[""Somewhat agree"",1],[""Neither agree nor disagree"",0],[""Somewhat disagree"",-1],[""Disagree"",-2],[""Totally disagree"",-3]]",1,,2,1,1,1.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0
38.68,42,desktop,female,completedBachelorsDegree,500ce6da,10/4/20 19:18,1978,5,United States,"$25,000 to $39,999",1.0,2,32500,5718878,132,10/4/20 23:32,sdpbewc,"Yes, I am allowed to vote and I already decided to vote for Joe Biden or Donald Trump","This is a long, scientific study that will ask you many questions about your beliefs, values and personality. At the end of the study (as a thank you for participating) we will show you a personalized report giving you information about yourself based on the questions you answered. It will show you charts of your values, morality and personality!",Participating in this research has no anticipated risks.,I consent to participate and agree to the terms above,"[[""Totally agree"",3],[""Agree"",2],[""Somewhat agree"",1],[""Neither agree nor disagree"",0],[""Somewhat disagree"",-1],[""Disagree"",-2],[""Totally disagree"",-3]]",1,,1,3,-2,2.0,3.0,-3.0,3.0,2.0,3.0,2.0,3.0,-2.0,3.0,3.0,3.0
11.15,30,desktop,male,completedBachelorsDegree,500ce6da,10/4/20 19:19,1990,5,United States,"$25,000 to $39,999",0.0,2,32500,5718885,132,10/4/20 23:20,sdpbewc,"Yes, I am allowed to vote and I already decided to vote for Joe Biden or Donald Trump","This is a long, scientific study that will ask you many questions about your beliefs, values and personality. At the end of the study (as a thank you for participating) we will show you a personalized report giving you information about yourself based on the questions you answered. It will show you charts of your values, morality and personality!",Participating in this research has no anticipated risks.,I consent to participate and agree to the terms above,"[[""Totally agree"",3],[""Agree"",2],[""Somewhat agree"",1],[""Neither agree nor disagree"",0],[""Somewhat disagree"",-1],[""Disagree"",-2],[""Totally disagree"",-3]]",1,,1,1,2,0.0,1.0,-1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
18.37,41,desktop,male,completedBachelorsDegree,500ce6da,10/4/20 19:19,1979,5,United States,"$40,000 to $59,999",0.0,3,50000,5718886,132,10/4/20 23:20,sdpbewc,"Yes, I am allowed to vote and I already decided to vote for Joe Biden or Donald Trump","This is a long, scientific study that will ask you many questions about your beliefs, values and personality. At the end of the study (as a thank you for participating) we will show you a personalized report giving you information about yourself based on the questions you answered. It will show you charts of your values, morality and personality!",Participating in this research has no anticipated risks.,I consent to participate and agree to the terms above,"[[""Totally agree"",3],[""Agree"",2],[""Somewhat agree"",1],[""Neither agree nor disagree"",0],[""Somewhat disagree"",-1],[""Disagree"",-2],[""Totally disagree"",-3]]",2,,0,2,-3,3.0,-3.0,2.0,3.0,3.0,2.0,-3.0,2.0,2.0,2.0,3.0,2.0
19.18,28,smartphone,male,completedBachelorsDegree,500ce6da,10/4/20 19:19,1992,5,United States,"$60,000 to $84,999",0.0,4,72500,5718881,132,10/4/20 23:20,sdpbewc,"Yes, I am allowed to vote and I already decided to vote for Joe Biden or Donald Trump","This is a long, scientific study that will ask you many questions about your beliefs, values and personality. At the end of the study (as a thank you for participating) we will show you a personalized report giving you information about yourself based on the questions you answered. It will show you charts of your values, morality and personality!",Participating in this research has no anticipated risks.,I consent to participate and agree to the terms above,"[[""Totally agree"",3],[""Agree"",2],[""Somewhat agree"",1],[""Neither agree nor disagree"",0],[""Somewhat disagree"",-1],[""Disagree"",-2],[""Totally disagree"",-3]]",-2,,-1,3,-3,2.0,-2.0,2.0,3.0,2.0,3.0,-2.0,3.0,-2.0,1.0,-3.0,-3.0
22.73,25,desktop,female,completedOnlyHighSchoolOrTheEquivalent,500ce6da,10/4/20 19:19,1995,2,United States,"$60,000 to $84,999",1.0,4,72500,5718891,132,10/4/20 23:20,sdpbewc,"Yes, I am allowed to vote and I already decided to vote for Joe Biden or Donald Trump","This is a long, scientific study that will ask you many questions about your beliefs, values and personality. At the end of the study (as a thank you for participating) we will show you a personalized report giving you information about yourself based on the questions you answered. It will show you charts of your values, morality and personality!",Participating in this research has no anticipated risks.,I consent to participate and agree to the terms above,"[[""Totally agree"",3],[""Agree"",2],[""Somewhat agree"",1],[""Neither agree nor disagree"",0],[""Somewhat disagree"",-1],[""Disagree"",-2],[""Totally disagree"",-3]]",-3,,-1,3,-3,3.0,-2.0,-2.0,1.0,2.0,3.0,-1.0,3.0,-1.0,1.0,3.0,1.0
27.18,33,desktop,female,completedBachelorsDegree,500ce6da,10/4/20 19:19,1987,5,United States,"$10,000 to $24,999",1.0,1,17500,5718879,132,10/4/20 23:20,sdpbewc,"Yes, I am allowed to vote and I already decided to vote for Joe Biden or Donald Trump","This is a long, scientific study that will ask you many questions about your beliefs, values and personality. At the end of the study (as a thank you for participating) we will show you a personalized report giving you information about yourself based on the questions you answered. It will show you charts of your values, morality and personality!",Participating in this research has no anticipated risks.,I consent to participate and agree to the terms above,"[[""Totally agree"",3],[""Agree"",2],[""Somewhat agree"",1],[""Neither agree nor disagree"",0],[""Somewhat disagree"",-1],[""Disagree"",-2],[""Totally disagree"",-3]]",-2,,0,3,1,3.0,-3.0,3.0,3.0,3.0,3.0,-3.0,3.0,3.0,3.0,3.0,3.0
29.98,30,desktop,male,completedAssociateDegreeOnly,500ce6da,10/4/20 19:19,1990,4,United States,"$10,000 to $24,999",0.0,1,17500,5718893,132,10/4/20 23:20,sdpbewc,"Yes, I am allowed to vote and I already decided to vote for Joe Biden or Donald Trump","This is a long, scientific study that will ask you many questions about your beliefs, values and personality. At the end of the study (as a thank you for participating) we will show you a personalized report giving you information about yourself based on the questions you answered. It will show you charts of your values, morality and personality!",Participating in this research has no anticipated risks.,I consent to participate and agree to the terms above,"[[""Totally agree"",3],[""Agree"",2],[""Somewhat agree"",1],[""Neither agree nor disagree"",0],[""Somewhat disagree"",-1],[""Disagree"",-2],[""Totally disagree"",-3]]",-3,,-3,3,-3,3.0,-3.0,1.0,3.0,0.0,2.0,-3.0,3.0,-3.0,0.0,3.0,3.0
34.78,50,desktop,female,completedBachelorsDegree,500ce6da,10/4/20 19:19,1970,5,United States,"$60,000 to $84,999",1.0,4,72500,5718890,132,10/4/20 23:20,sdpbewc,"Yes, I am allowed to vote and I already decided to vote for Joe Biden or Donald Trump","This is a long, scientific study that will ask you many questions about your beliefs, values and personality. At the end of the study (as a thank you for participating) we will show you a personalized report giving you information about yourself based on the questions you answered. It will show you charts of your values, morality and personality!",Participating in this research has no anticipated risks.,I consent to participate and agree to the terms above,"[[""Totally agree"",3],[""Agree"",2],[""Somewhat agree"",1],[""Neither agree nor disagree"",0],[""Somewhat disagree"",-1],[""Disagree"",-2],[""Totally disagree"",-3]]",3,,0,0,0,1.0,-3.0,1.0,-2.0,3.0,0.0,-1.0,1.0,0.0,-3.0,3.0,0.0
