Run,Program Version,Time Started (UTC),Minutes Spent,Points,desirability_options,identification_options,openness_score,conscientiousness_score,honesty_score,Position,passed_quiz,"So, which of the following things will you do in this first section of the survey? (3kfdaed)",I am highly intelligent. (desirability_63),"So, which of the following things will you do in this second section of the survey? (7deplab)",I usually think everything should be in its proper place. (5i0wve0),I would lie during an interview. (24sl5h9),I am usually punctual. (fk7t4rr),I am always open to trying new things. (82p7by1),I think that omitting important facts in a way that misleads people is not as bad as lying. (gd0syni),I am sometimes just a little late for things. (88faqmy),I would not pay a contractor to whom I owed money if I found a legal way to avoid paying them. (joxeo83),I am highly intelligent. (fz9zeg),I would take a loan that I had no intention of ever paying back. (z9wk2b9),I enjoy learning new concepts. (bw627yv),I don-t mind cleaning up. (9f6fevw),I would not fake numbers in a document. (fgx8age),I am a person who likes to think. (pipm1ta),I might pretend I am sick just so I can skip a day of work. (i2bbe7p),I would not plagiarize the work of another person (pretending I wrote it). (s7w7qvk),I am typically quite organized. (61zt23q),I come up with creative new ideas. (8w2y25l),"I think it-s fine to tell white lies, if they are told to make people feel better. (et6gy53)",I don-t trust intelligent people. (nfwpqlp),I think that the best people are ones who have found a balance between emotion and intellect. (a0801tz),I could definitely benefit by becoming more organized than I currently am. (dokbiny),I don-t like things to be too organized. (8b4ckde),I would exaggerate the number of hours I worked on a project in order to look better. (re8wg9m),I think that opinion is way more important than fact. (ot3i4fn),I don-t beat myself up if I show up 5 minutes late. (6adwfcn)
3781034,19,1/23/19 21:14,22.02,0,"[[+4. Extremely good, 4], [+3. Very good, 3], [+2. Moderately good, 2], [+1. A little good, 1], [0. Neither good nor bad, 0], [-1. A little bad, -1], [-2. Moderately bad, -2], [-3. Very bad, -3], [-4. Extremely bad, -4]]","[[Totally agree, 3], [Agree, 2], [Somewhat agree, 1], [Neither agree nor disagree, 0], [Somewhat disagree, -1], [Disagree, -2], [Totally disagree, -3]]",15,16,17,eplruae,1,I'll indicate how good or bad my agreement with the statements would make me look to an employer.,3,I'll indicate how much I actually agree or disagree with the statements when it comes to my real personality.,0,0,1,2,-1,2,-2,2,0,2,1,-1,1,2,-1,1,2,-1,-2,1,1,1,1,-1,2
3781164,19,1/23/19 21:24,12.32,0,"[[+4. Extremely good, 4], [+3. Very good, 3], [+2. Moderately good, 2], [+1. A little good, 1], [0. Neither good nor bad, 0], [-1. A little bad, -1], [-2. Moderately bad, -2], [-3. Very bad, -3], [-4. Extremely bad, -4]]","[[Totally agree, 3], [Agree, 2], [Somewhat agree, 1], [Neither agree nor disagree, 0], [Somewhat disagree, -1], [Disagree, -2], [Totally disagree, -3]]",23,2,28,eplruae,1,I'll indicate how good or bad my agreement with the statements would make me look to an employer.,4,I'll indicate how much I actually agree or disagree with the statements when it comes to my real personality.,1,1,2,2,-2,1,-2,1,-2,1,2,2,0,1,2,1,1,1,-2,2,3,0,2,-2,1
3780994,19,1/23/19 21:13,23.33,0,"[[+4. Extremely good, 4], [+3. Very good, 3], [+2. Moderately good, 2], [+1. A little good, 1], [0. Neither good nor bad, 0], [-1. A little bad, -1], [-2. Moderately bad, -2], [-3. Very bad, -3], [-4. Extremely bad, -4]]","[[Totally agree, 3], [Agree, 2], [Somewhat agree, 1], [Neither agree nor disagree, 0], [Somewhat disagree, -1], [Disagree, -2], [Totally disagree, -3]]",30,38,24,eplruae,1,I'll indicate how good or bad my agreement with the statements would make me look to an employer.,3,I'll indicate how much I actually agree or disagree with the statements when it comes to my real personality.,2,-3,2,3,-1,1,-3,1,-3,2,3,3,3,-2,3,2,1,1,-3,3,0,-2,-2,-2,-1
3781091,19,1/23/19 21:16,19.8,0,"[[+4. Extremely good, 4], [+3. Very good, 3], [+2. Moderately good, 2], [+1. A little good, 1], [0. Neither good nor bad, 0], [-1. A little bad, -1], [-2. Moderately bad, -2], [-3. Very bad, -3], [-4. Extremely bad, -4]]","[[Totally agree, 3], [Agree, 2], [Somewhat agree, 1], [Neither agree nor disagree, 0], [Somewhat disagree, -1], [Disagree, -2], [Totally disagree, -3]]",15,53,36,eplruae,1,I'll indicate how good or bad my agreement with the statements would make me look to an employer.,4,I'll indicate how much I actually agree or disagree with the statements when it comes to my real personality.,1,-3,3,0,-3,1,-3,3,-3,3,2,3,2,0,3,2,3,-3,-3,0,1,-3,-3,-3,0
3781084,19,1/23/19 21:16,20.8,0,"[[+4. Extremely good, 4], [+3. Very good, 3], [+2. Moderately good, 2], [+1. A little good, 1], [0. Neither good nor bad, 0], [-1. A little bad, -1], [-2. Moderately bad, -2], [-3. Very bad, -3], [-4. Extremely bad, -4]]","[[Totally agree, 3], [Agree, 2], [Somewhat agree, 1], [Neither agree nor disagree, 0], [Somewhat disagree, -1], [Disagree, -2], [Totally disagree, -3]]",1,52,15,eplruae,1,I'll indicate how good or bad my agreement with the statements would make me look to an employer.,4,I'll indicate how much I actually agree or disagree with the statements when it comes to my real personality.,2,-1,2,2,1,-1,2,3,-2,3,1,2,2,1,-2,3,1,2,-2,3,-2,-3,-2,-3,1
3781097,19,1/23/19 21:17,19.78,0,"[[+4. Extremely good, 4], [+3. Very good, 3], [+2. Moderately good, 2], [+1. A little good, 1], [0. Neither good nor bad, 0], [-1. A little bad, -1], [-2. Moderately bad, -2], [-3. Very bad, -3], [-4. Extremely bad, -4]]","[[Totally agree, 3], [Agree, 2], [Somewhat agree, 1], [Neither agree nor disagree, 0], [Somewhat disagree, -1], [Disagree, -2], [Totally disagree, -3]]",-10,63,39,eplruae,1,I'll indicate how good or bad my agreement with the statements would make me look to an employer.,4,I'll indicate how much I actually agree or disagree with the statements when it comes to my real personality.,3,-3,3,3,-3,-3,-3,3,-3,3,3,3,3,-3,3,3,3,-3,-3,3,-3,-3,-3,-3,-3
3781184,19,1/23/19 21:26,10.93,0,"[[+4. Extremely good, 4], [+3. Very good, 3], [+2. Moderately good, 2], [+1. A little good, 1], [0. Neither good nor bad, 0], [-1. A little bad, -1], [-2. Moderately bad, -2], [-3. Very bad, -3], [-4. Extremely bad, -4]]","[[Totally agree, 3], [Agree, 2], [Somewhat agree, 1], [Neither agree nor disagree, 0], [Somewhat disagree, -1], [Disagree, -2], [Totally disagree, -3]]",52,38,19,eplruae,1,I'll indicate how good or bad my agreement with the statements would make me look to an employer.,2,I'll indicate how much I actually agree or disagree with the statements when it comes to my real personality.,2,-1,3,2,-1,-3,-3,1,-3,2,1,1,3,1,3,2,2,1,-2,3,-1,-3,-1,-3,-2
3781096,19,1/23/19 21:17,20.08,0,"[[+4. Extremely good, 4], [+3. Very good, 3], [+2. Moderately good, 2], [+1. A little good, 1], [0. Neither good nor bad, 0], [-1. A little bad, -1], [-2. Moderately bad, -2], [-3. Very bad, -3], [-4. Extremely bad, -4]]","[[Totally agree, 3], [Agree, 2], [Somewhat agree, 1], [Neither agree nor disagree, 0], [Somewhat disagree, -1], [Disagree, -2], [Totally disagree, -3]]",25,28,21,eplruae,1,I'll indicate how good or bad my agreement with the statements would make me look to an employer.,4,I'll indicate how much I actually agree or disagree with the statements when it comes to my real personality.,0,1,2,0,1,1,-1,1,0,0,2,2,3,1,2,2,0,1,0,3,-1,0,-1,0,1
3781221,19,1/23/19 21:31,6.9,0,"[[+4. Extremely good, 4], [+3. Very good, 3], [+2. Moderately good, 2], [+1. A little good, 1], [0. Neither good nor bad, 0], [-1. A little bad, -1], [-2. Moderately bad, -2], [-3. Very bad, -3], [-4. Extremely bad, -4]]","[[Totally agree, 3], [Agree, 2], [Somewhat agree, 1], [Neither agree nor disagree, 0], [Somewhat disagree, -1], [Disagree, -2], [Totally disagree, -3]]",11,30,11,eplruae,1,I'll indicate how much I agree or disagree with the statements. | I'll indicate how good or bad my agreement with the statements would make me look to an employer.,4,I'll indicate how much I actually agree or disagree with the statements when it comes to my real personality.,0,-2,3,2,-1,-2,0,2,0,0,2,2,3,0,0,3,2,0,-2,2,0,-3,-1,-2,-1
3781189,19,1/23/19 21:26,11.33,0,"[[+4. Extremely good, 4], [+3. Very good, 3], [+2. Moderately good, 2], [+1. A little good, 1], [0. Neither good nor bad, 0], [-1. A little bad, -1], [-2. Moderately bad, -2], [-3. Very bad, -3], [-4. Extremely bad, -4]]","[[Totally agree, 3], [Agree, 2], [Somewhat agree, 1], [Neither agree nor disagree, 0], [Somewhat disagree, -1], [Disagree, -2], [Totally disagree, -3]]",4,46,23,eplruae,1,I'll indicate how good or bad my agreement with the statements would make me look to an employer.,3,I'll indicate how much I actually agree or disagree with the statements when it comes to my real personality.,2,-3,3,2,-1,-3,-3,0,-3,2,2,2,2,-2,2,3,2,-2,-1,0,1,-3,-1,-2,-2
3781136,19,1/23/19 21:21,17.78,0,"[[+4. Extremely good, 4], [+3. Very good, 3], [+2. Moderately good, 2], [+1. A little good, 1], [0. Neither good nor bad, 0], [-1. A little bad, -1], [-2. Moderately bad, -2], [-3. Very bad, -3], [-4. Extremely bad, -4]]","[[Totally agree, 3], [Agree, 2], [Somewhat agree, 1], [Neither agree nor disagree, 0], [Somewhat disagree, -1], [Disagree, -2], [Totally disagree, -3]]",-4,3,2,eplruae,1,I'll indicate how good or bad my agreement with the statements would make me look to an employer.,3,I'll indicate how much I actually agree or disagree with the statements when it comes to my real personality.,1,1,2,2,0,0,0,-1,1,1,0,-1,1,-1,1,1,1,0,-2,1,2,-1,1,-1,-1
3781226,19,1/23/19 21:31,7.88,0,"[[+4. Extremely good, 4], [+3. Very good, 3], [+2. Moderately good, 2], [+1. A little good, 1], [0. Neither good nor bad, 0], [-1. A little bad, -1], [-2. Moderately bad, -2], [-3. Very bad, -3], [-4. Extremely bad, -4]]","[[Totally agree, 3], [Agree, 2], [Somewhat agree, 1], [Neither agree nor disagree, 0], [Somewhat disagree, -1], [Disagree, -2], [Totally disagree, -3]]",16,52,26,eplruae,1,I'll indicate how good or bad my agreement with the statements would make me look to an employer.,4,I'll indicate how much I actually agree or disagree with the statements when it comes to my real personality.,3,1,3,1,-2,-2,-3,3,-3,1,3,3,1,2,3,3,1,1,-3,3,-2,-3,-2,-2,-1
3781224,19,1/23/19 21:31,8.15,0,"[[+4. Extremely good, 4], [+3. Very good, 3], [+2. Moderately good, 2], [+1. A little good, 1], [0. Neither good nor bad, 0], [-1. A little bad, -1], [-2. Moderately bad, -2], [-3. Very bad, -3], [-4. Extremely bad, -4]]","[[Totally agree, 3], [Agree, 2], [Somewhat agree, 1], [Neither agree nor disagree, 0], [Somewhat disagree, -1], [Disagree, -2], [Totally disagree, -3]]",33,50,26,eplruae,1,I'll indicate how good or bad my agreement with the statements would make me look to an employer.,4,I'll indicate how much I actually agree or disagree with the statements when it comes to my real personality.,0,-2,2,2,-2,1,-3,2,-3,3,2,2,3,-2,2,3,3,-1,-3,2,3,-2,-3,-1,-1
3781050,19,1/23/19 21:14,25.42,0,"[[+4. Extremely good, 4], [+3. Very good, 3], [+2. Moderately good, 2], [+1. A little good, 1], [0. Neither good nor bad, 0], [-1. A little bad, -1], [-2. Moderately bad, -2], [-3. Very bad, -3], [-4. Extremely bad, -4]]","[[Totally agree, 3], [Agree, 2], [Somewhat agree, 1], [Neither agree nor disagree, 0], [Somewhat disagree, -1], [Disagree, -2], [Totally disagree, -3]]",5,-1,8,eplruae,1,I'll indicate how much the statements match my own personality. | I'll indicate how much I agree or disagree with the statements. | I'll indicate how good or bad my agreement with the statements would make me look to an employer.,4,I'll indicate how much I actually agree or disagree with the statements when it comes to my real personality.,-1,0,-2,2,2,0,3,-1,2,0,1,1,2,1,0,3,2,1,1,1,-1,2,2,-1,0
3781195,19,1/23/19 21:27,12.63,0,"[[+4. Extremely good, 4], [+3. Very good, 3], [+2. Moderately good, 2], [+1. A little good, 1], [0. Neither good nor bad, 0], [-1. A little bad, -1], [-2. Moderately bad, -2], [-3. Very bad, -3], [-4. Extremely bad, -4]]","[[Totally agree, 3], [Agree, 2], [Somewhat agree, 1], [Neither agree nor disagree, 0], [Somewhat disagree, -1], [Disagree, -2], [Totally disagree, -3]]",-7,46,27,eplruae,1,I'll indicate how good or bad my agreement with the statements would make me look to an employer.,2,I'll indicate how much I actually agree or disagree with the statements when it comes to my real personality.,2,-3,3,1,0,-1,-3,2,-3,2,3,3,2,-3,3,3,2,2,-1,1,-2,-3,-3,-3,-3
3781109,19,1/23/19 21:18,21.8,0,"[[+4. Extremely good, 4], [+3. Very good, 3], [+2. Moderately good, 2], [+1. A little good, 1], [0. Neither good nor bad, 0], [-1. A little bad, -1], [-2. Moderately bad, -2], [-3. Very bad, -3], [-4. Extremely bad, -4]]","[[Totally agree, 3], [Agree, 2], [Somewhat agree, 1], [Neither agree nor disagree, 0], [Somewhat disagree, -1], [Disagree, -2], [Totally disagree, -3]]",36,11,9,eplruae,1,I'll indicate how good or bad my agreement with the statements would make me look to an employer.,1,I'll indicate how much I actually agree or disagree with the statements when it comes to my real personality.,1,-1,2,3,-1,3,-2,2,-1,3,2,2,3,2,3,1,2,2,-3,3,2,1,1,-2,2
3781214,19,1/23/19 21:30,10.95,0,"[[+4. Extremely good, 4], [+3. Very good, 3], [+2. Moderately good, 2], [+1. A little good, 1], [0. Neither good nor bad, 0], [-1. A little bad, -1], [-2. Moderately bad, -2], [-3. Very bad, -3], [-4. Extremely bad, -4]]","[[Totally agree, 3], [Agree, 2], [Somewhat agree, 1], [Neither agree nor disagree, 0], [Somewhat disagree, -1], [Disagree, -2], [Totally disagree, -3]]",17,1,5,eplruae,1,I'll indicate how good or bad my agreement with the statements would make me look to an employer.,4,I'll indicate how much I actually agree or disagree with the statements when it comes to my real personality.,-2,2,1,-2,1,1,1,-1,-3,1,-1,2,-1,1,2,-2,1,-1,1,-1,-2,-2,1,-1,1
3781067,19,1/23/19 21:15,25.45,0,"[[+4. Extremely good, 4], [+3. Very good, 3], [+2. Moderately good, 2], [+1. A little good, 1], [0. Neither good nor bad, 0], [-1. A little bad, -1], [-2. Moderately bad, -2], [-3. Very bad, -3], [-4. Extremely bad, -4]]","[[Totally agree, 3], [Agree, 2], [Somewhat agree, 1], [Neither agree nor disagree, 0], [Somewhat disagree, -1], [Disagree, -2], [Totally disagree, -3]]",13,21,20,eplruae,1,I'll indicate how good or bad my agreement with the statements would make me look to an employer.,3,I'll indicate how much I actually agree or disagree with the statements when it comes to my real personality.,1,-3,3,0,0,-2,-3,2,-3,0,0,3,-1,1,3,0,-2,0,-3,3,3,1,-3,-3,3
3781251,19,1/23/19 21:34,6.9,0,"[[+4. Extremely good, 4], [+3. Very good, 3], [+2. Moderately good, 2], [+1. A little good, 1], [0. Neither good nor bad, 0], [-1. A little bad, -1], [-2. Moderately bad, -2], [-3. Very bad, -3], [-4. Extremely bad, -4]]","[[Totally agree, 3], [Agree, 2], [Somewhat agree, 1], [Neither agree nor disagree, 0], [Somewhat disagree, -1], [Disagree, -2], [Totally disagree, -3]]",0,57,15,eplruae,1,I'll indicate how good or bad my agreement with the statements would make me look to an employer.,4,I'll indicate how much I actually agree or disagree with the statements when it comes to my real personality.,3,-2,3,0,3,-1,-3,3,-3,3,2,3,3,3,3,3,2,3,-3,-3,1,-3,-3,-3,3
3781233,19,1/23/19 21:32,8.9,0,"[[+4. Extremely good, 4], [+3. Very good, 3], [+2. Moderately good, 2], [+1. A little good, 1], [0. Neither good nor bad, 0], [-1. A little bad, -1], [-2. Moderately bad, -2], [-3. Very bad, -3], [-4. Extremely bad, -4]]","[[Totally agree, 3], [Agree, 2], [Somewhat agree, 1], [Neither agree nor disagree, 0], [Somewhat disagree, -1], [Disagree, -2], [Totally disagree, -3]]",30,17,10,eplruae,1,I'll indicate how good or bad my agreement with the statements would make me look to an employer.,1,I'll indicate how much I actually agree or disagree with the statements when it comes to my real personality.,2,-2,2,0,3,2,1,0,1,2,0,2,2,3,3,2,2,1,-2,2,3,0,0,-3,2
3780966,19,1/23/19 21:29,12.0,0,"[[+4. Extremely good, 4], [+3. Very good, 3], [+2. Moderately good, 2], [+1. A little good, 1], [0. Neither good nor bad, 0], [-1. A little bad, -1], [-2. Moderately bad, -2], [-3. Very bad, -3], [-4. Extremely bad, -4]]","[[Totally agree, 3], [Agree, 2], [Somewhat agree, 1], [Neither agree nor disagree, 0], [Somewhat disagree, -1], [Disagree, -2], [Totally disagree, -3]]",11,29,15,eplruae,1,I'll indicate how good or bad my agreement with the statements would make me look to an employer.,2,I'll indicate how much I actually agree or disagree with the statements when it comes to my real personality.,0,-3,0,2,-2,-2,-3,1,-3,1,2,3,1,-2,3,2,0,-2,-1,0,1,-1,-3,0,0
3781141,19,1/23/19 21:22,19.58,0,"[[+4. Extremely good, 4], [+3. Very good, 3], [+2. Moderately good, 2], [+1. A little good, 1], [0. Neither good nor bad, 0], [-1. A little bad, -1], [-2. Moderately bad, -2], [-3. Very bad, -3], [-4. Extremely bad, -4]]","[[Totally agree, 3], [Agree, 2], [Somewhat agree, 1], [Neither agree nor disagree, 0], [Somewhat disagree, -1], [Disagree, -2], [Totally disagree, -3]]",11,17,21,eplruae,1,I'll indicate how good or bad my agreement with the statements would make me look to an employer.,4,I'll indicate how much I actually agree or disagree with the statements when it comes to my real personality.,2,-2,3,1,-2,2,-3,0,-3,2,2,-2,3,2,2,2,0,0,-2,2,1,-2,-2,-2,2
3781249,19,1/23/19 21:34,7.75,0,"[[+4. Extremely good, 4], [+3. Very good, 3], [+2. Moderately good, 2], [+1. A little good, 1], [0. Neither good nor bad, 0], [-1. A little bad, -1], [-2. Moderately bad, -2], [-3. Very bad, -3], [-4. Extremely bad, -4]]","[[Totally agree, 3], [Agree, 2], [Somewhat agree, 1], [Neither agree nor disagree, 0], [Somewhat disagree, -1], [Disagree, -2], [Totally disagree, -3]]",31,60,34,eplruae,1,I'll indicate how good or bad my agreement with the statements would make me look to an employer.,4,I'll indicate how much I actually agree or disagree with the statements when it comes to my real personality.,-2,-3,3,1,3,-2,-3,3,-3,3,2,3,3,-3,3,3,2,-3,-3,3,0,3,-3,-3,-2
3781163,19,1/23/19 21:23,17.95,0,"[[+4. Extremely good, 4], [+3. Very good, 3], [+2. Moderately good, 2], [+1. A little good, 1], [0. Neither good nor bad, 0], [-1. A little bad, -1], [-2. Moderately bad, -2], [-3. Very bad, -3], [-4. Extremely bad, -4]]","[[Totally agree, 3], [Agree, 2], [Somewhat agree, 1], [Neither agree nor disagree, 0], [Somewhat disagree, -1], [Disagree, -2], [Totally disagree, -3]]",2,24,22,eplruae,1,I'll indicate how good or bad my agreement with the statements would make me look to an employer.,0,I'll indicate how much I actually agree or disagree with the statements when it comes to my real personality.,1,1,2,2,-2,2,-2,-1,1,1,-2,1,-3,2,2,1,-2,1,-1,3,2,-2,1,-3,-1
3781267,19,1/23/19 21:36,5.72,0,"[[+4. Extremely good, 4], [+3. Very good, 3], [+2. Moderately good, 2], [+1. A little good, 1], [0. Neither good nor bad, 0], [-1. A little bad, -1], [-2. Moderately bad, -2], [-3. Very bad, -3], [-4. Extremely bad, -4]]","[[Totally agree, 3], [Agree, 2], [Somewhat agree, 1], [Neither agree nor disagree, 0], [Somewhat disagree, -1], [Disagree, -2], [Totally disagree, -3]]",22,24,10,eplruae,1,I'll indicate how good or bad my agreement with the statements would make me look to an employer.,4,I'll indicate how much I actually agree or disagree with the statements when it comes to my real personality.,2,-1,3,2,-1,2,-3,3,-2,3,3,3,3,-1,3,3,1,-1,-3,2,2,-2,-3,0,1
3781200,19,1/23/19 21:28,13.9,0,"[[+4. Extremely good, 4], [+3. Very good, 3], [+2. Moderately good, 2], [+1. A little good, 1], [0. Neither good nor bad, 0], [-1. A little bad, -1], [-2. Moderately bad, -2], [-3. Very bad, -3], [-4. Extremely bad, -4]]","[[Totally agree, 3], [Agree, 2], [Somewhat agree, 1], [Neither agree nor disagree, 0], [Somewhat disagree, -1], [Disagree, -2], [Totally disagree, -3]]",15,30,16,eplruae,1,I'll indicate how good or bad my agreement with the statements would make me look to an employer.,4,I'll indicate how much I actually agree or disagree with the statements when it comes to my real personality.,2,-1,2,0,-1,-2,-1,2,-2,1,1,2,2,1,2,2,2,-1,-2,1,-1,-2,-2,-2,-1
3781116,19,1/23/19 21:19,23.27,0,"[[+4. Extremely good, 4], [+3. Very good, 3], [+2. Moderately good, 2], [+1. A little good, 1], [0. Neither good nor bad, 0], [-1. A little bad, -1], [-2. Moderately bad, -2], [-3. Very bad, -3], [-4. Extremely bad, -4]]","[[Totally agree, 3], [Agree, 2], [Somewhat agree, 1], [Neither agree nor disagree, 0], [Somewhat disagree, -1], [Disagree, -2], [Totally disagree, -3]]",-5,61,16,eplruae,1,I'll indicate how good or bad my agreement with the statements would make me look to an employer.,4,I'll indicate how much I actually agree or disagree with the statements when it comes to my real personality.,3,3,3,3,3,-1,-3,3,-1,3,3,2,1,3,3,3,3,3,1,3,3,-3,1,-3,3
3781190,19,1/23/19 21:27,15.53,0,"[[+4. Extremely good, 4], [+3. Very good, 3], [+2. Moderately good, 2], [+1. A little good, 1], [0. Neither good nor bad, 0], [-1. A little bad, -1], [-2. Moderately bad, -2], [-3. Very bad, -3], [-4. Extremely bad, -4]]","[[Totally agree, 3], [Agree, 2], [Somewhat agree, 1], [Neither agree nor disagree, 0], [Somewhat disagree, -1], [Disagree, -2], [Totally disagree, -3]]",7,40,24,eplruae,1,I'll indicate how good or bad my agreement with the statements would make me look to an employer.,-1,I'll indicate how much I actually agree or disagree with the statements when it comes to my real personality.,2,-1,1,0,-2,0,-2,2,-2,2,2,1,2,-2,2,2,2,-1,-2,1,-1,-2,-1,-2,0
3781127,19,1/23/19 21:20,22.77,0,"[[+4. Extremely good, 4], [+3. Very good, 3], [+2. Moderately good, 2], [+1. A little good, 1], [0. Neither good nor bad, 0], [-1. A little bad, -1], [-2. Moderately bad, -2], [-3. Very bad, -3], [-4. Extremely bad, -4]]","[[Totally agree, 3], [Agree, 2], [Somewhat agree, 1], [Neither agree nor disagree, 0], [Somewhat disagree, -1], [Disagree, -2], [Totally disagree, -3]]",33,41,36,eplruae,1,I'll indicate how good or bad my agreement with the statements would make me look to an employer.,-1,I'll indicate how much I actually agree or disagree with the statements when it comes to my real personality.,1,-3,2,3,-3,1,-3,1,-3,3,3,3,3,-3,3,1,3,-3,-1,3,2,1,-3,-3,3
3781262,19,1/23/19 21:35,7.17,0,"[[+4. Extremely good, 4], [+3. Very good, 3], [+2. Moderately good, 2], [+1. A little good, 1], [0. Neither good nor bad, 0], [-1. A little bad, -1], [-2. Moderately bad, -2], [-3. Very bad, -3], [-4. Extremely bad, -4]]","[[Totally agree, 3], [Agree, 2], [Somewhat agree, 1], [Neither agree nor disagree, 0], [Somewhat disagree, -1], [Disagree, -2], [Totally disagree, -3]]",33,52,33,eplruae,1,I'll indicate how good or bad my agreement with the statements would make me look to an employer.,2,I'll indicate how much I actually agree or disagree with the statements when it comes to my real personality.,-1,-3,2,3,-3,-1,-3,3,-3,3,-1,3,3,-1,3,2,2,-3,-3,3,-1,0,-3,-3,-1
3781181,19,1/23/19 21:26,17.25,0,"[[+4. Extremely good, 4], [+3. Very good, 3], [+2. Moderately good, 2], [+1. A little good, 1], [0. Neither good nor bad, 0], [-1. A little bad, -1], [-2. Moderately bad, -2], [-3. Very bad, -3], [-4. Extremely bad, -4]]","[[Totally agree, 3], [Agree, 2], [Somewhat agree, 1], [Neither agree nor disagree, 0], [Somewhat disagree, -1], [Disagree, -2], [Totally disagree, -3]]",2,42,35,eplruae,1,I'll indicate how good or bad my agreement with the statements would make me look to an employer.,3,I'll indicate how much I actually agree or disagree with the statements when it comes to my real personality.,3,-3,3,-1,-3,1,-3,1,-3,2,2,3,3,-2,-1,2,-1,-2,-3,2,2,-3,-3,0,-2
3781242,19,1/23/19 21:33,10.32,0,"[[+4. Extremely good, 4], [+3. Very good, 3], [+2. Moderately good, 2], [+1. A little good, 1], [0. Neither good nor bad, 0], [-1. A little bad, -1], [-2. Moderately bad, -2], [-3. Very bad, -3], [-4. Extremely bad, -4]]","[[Totally agree, 3], [Agree, 2], [Somewhat agree, 1], [Neither agree nor disagree, 0], [Somewhat disagree, -1], [Disagree, -2], [Totally disagree, -3]]",43,26,17,eplruae,1,I'll indicate how good or bad my agreement with the statements would make me look to an employer.,0,I'll indicate how much I actually agree or disagree with the statements when it comes to my real personality.,0,-1,0,2,-1,2,-3,1,-3,2,1,2,2,-1,3,1 | 1,3,2,-3,2,1,0,-2,-2,2
3781070,19,1/23/19 21:15,27.83,0,"[[+4. Extremely good, 4], [+3. Very good, 3], [+2. Moderately good, 2], [+1. A little good, 1], [0. Neither good nor bad, 0], [-1. A little bad, -1], [-2. Moderately bad, -2], [-3. Very bad, -3], [-4. Extremely bad, -4]]","[[Totally agree, 3], [Agree, 2], [Somewhat agree, 1], [Neither agree nor disagree, 0], [Somewhat disagree, -1], [Disagree, -2], [Totally disagree, -3]]",9,-8,0,eplruae,1,I'll indicate how good or bad my agreement with the statements would make me look to an employer.,3,I'll indicate how much I actually agree or disagree with the statements when it comes to my real personality.,1,0,1,-1,-2,2,1,0,-2,2,1,0,2,2,1,-1,-1,1,-1,1,1,0,0,-2,1
3781259,19,1/23/19 21:35,8.12,0,"[[+4. Extremely good, 4], [+3. Very good, 3], [+2. Moderately good, 2], [+1. A little good, 1], [0. Neither good nor bad, 0], [-1. A little bad, -1], [-2. Moderately bad, -2], [-3. Very bad, -3], [-4. Extremely bad, -4]]","[[Totally agree, 3], [Agree, 2], [Somewhat agree, 1], [Neither agree nor disagree, 0], [Somewhat disagree, -1], [Disagree, -2], [Totally disagree, -3]]",14,4,4,eplruae,1,I'll indicate how much I agree or disagree with the statements. | I'll indicate how good or bad my agreement with the statements would make me look to an employer.,2,I'll indicate how good or bad the statements make me feel. | I'll indicate how much I actually agree or disagree with the statements when it comes to my real personality.,2,1,2,3,-1,0,1,1,0,0,2,1,3,2,1,2,2,0,-1,0,3,1,-1,3,2
3781202,19,1/23/19 21:28,14.97,0,"[[+4. Extremely good, 4], [+3. Very good, 3], [+2. Moderately good, 2], [+1. A little good, 1], [0. Neither good nor bad, 0], [-1. A little bad, -1], [-2. Moderately bad, -2], [-3. Very bad, -3], [-4. Extremely bad, -4]]","[[Totally agree, 3], [Agree, 2], [Somewhat agree, 1], [Neither agree nor disagree, 0], [Somewhat disagree, -1], [Disagree, -2], [Totally disagree, -3]]",22,29,18,eplruae,1,I'll indicate how good or bad my agreement with the statements would make me look to an employer.,-1,I'll indicate how much I actually agree or disagree with the statements when it comes to my real personality.,1,-1,-2,-1,-1,2,-3,-1,-1,2,3,2,2,-1,2,-2,1,2,-1,2,2,-1,-2,1,1
3781180,19,1/23/19 21:26,17.87,0,"[[+4. Extremely good, 4], [+3. Very good, 3], [+2. Moderately good, 2], [+1. A little good, 1], [0. Neither good nor bad, 0], [-1. A little bad, -1], [-2. Moderately bad, -2], [-3. Very bad, -3], [-4. Extremely bad, -4]]","[[Totally agree, 3], [Agree, 2], [Somewhat agree, 1], [Neither agree nor disagree, 0], [Somewhat disagree, -1], [Disagree, -2], [Totally disagree, -3]]",31,27,18,eplruae,1,I'll indicate how good or bad my agreement with the statements would make me look to an employer.,4,I'll indicate how much I actually agree or disagree with the statements when it comes to my real personality.,2,1,2,2,1,2,1,1,0,3,1,-1,3,2,1,0,3,0,-1,2,2,-1,2,0,0
